,Unnamed: 0,Unnamed: 0.1,Company Name,Location,Datum,Detail,Status Rocket, Rocket,Status Mission
130,2765,2765,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Wed Nov 10, 1976 09:05 UTC",Feng Bao 1 | JSSW-6,StatusRetired,0,Failure
131,2775,2775,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Mon Oct 04, 1976 11:00 UTC",Soyuz U | Zenit-4MKT n†­370,StatusRetired,0,Failure
132,2783,2783,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Sep 01, 1976 03:23 UTC",Molniya-M /Block ML | Cosmos 853,StatusRetired,0,Partial Failure
133,2806,2806,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Jul 01, 1976 08:05 UTC",Molniya-M /Block ML | Cosmos 837,StatusRetired,0,Partial Failure
134,2849,2849,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Wed Feb 04, 1976 05:00 UTC",Mu-III C | Corsa A,StatusRetired,0,Failure
135,2863,2863,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Dec 19, 1975 14:00 UTC",Cosmos-3M (11K65M) | DS-P1 satellite,StatusRetired,0,Failure
136,2926,2926,RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Tue Jun 03, 1975 09:00 UTC",Cosmos-3M (11K65M) | DS-U3 satellite,StatusRetired,0,Failure
137,2934,2934,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Tue May 20, 1975 14:03 UTC",Titan III(23)C | DSCS-II 5&6,StatusRetired,0,Failure
138,2945,2945,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Sun Apr 13, 1975 00:51 UTC",Atlas-E/F Star-17A | P72-2,StatusRetired,0,Failure
139,2949,2949,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Apr 05, 1975 11:04 UTC",Soyuz | Soyuz 18a (7K-T n†­39),StatusRetired,0,Failure
140,2961,2961,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Feb 20, 1975 23:35 UTC",Atlas-SLV3D Centaur-D1A | Intelsat 4 F6,StatusRetired,0,Failure
141,2979,2979,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Dec 13, 1974 13:30 UTC",Soyuz U | Cosmos 697,StatusRetired,0,Partial Failure
142,2987,2987,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Tue Nov 05, 1974 09:40 UTC",Long March 2 | FSW-0 No.0,StatusRetired,0,Failure
143,3004,3004,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Aug 30, 1974 09:00 UTC",Voskhod | Zenit-2M n†­51,StatusRetired,0,Failure
144,3018,3018,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Fri Jul 12, 1974 13:55 UTC",Feng Bao 1 | JSSW-2,StatusRetired,0,Failure
145,3020,3020,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jul 11, 1974 11:00 UTC",Cosmos-2I (63SM) | DS-P1-You n†­68,StatusRetired,0,Failure
146,3037,3037,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu May 23, 1974 12:16 UTC",Soyuz U | Yantar-2K n†­01,StatusRetired,0,Failure
147,3049,3049,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Apr 12, 1974 08:00 UTC",Voskhod | Zenit-4MK n†­23,StatusRetired,0,Failure
148,3064,3064,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Mon Feb 11, 1974 13:48 UTC",Titan IIIE | Sphinx & Viking-DS,StatusRetired,0,Failure
149,3110,3110,CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Tue Sep 18, 1973 12:12 UTC",Feng Bao 1 | JSSW-1,StatusRetired,0,Failure
150,3127,3127,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jul 04, 1973 10:59 UTC",Voskhod | Zenit-4M n†­50,StatusRetired,0,Failure
151,3129,3129,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jun 26, 1973",Cosmos-3M (11K65M) | Tselina-OM #20,StatusRetired,0,Failure
152,3130,3130,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Jun 26, 1973",Titan III(24)B | OPS 4018,StatusRetired,0,Failure
153,3142,3142,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri May 25, 1973 09:15 UTC",Cosmos-3M (11K65M) | Zaliv #17,StatusRetired,0,Failure
154,3145,3145,CNES,"ELD, Guiana Space Centre, French Guiana, France","Tue May 22, 1973 21:37 UTC",Diamant B | Castor & Pollux,StatusRetired,0,Failure
155,3152,3152,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Wed Apr 25, 1973 09:10 UTC",Tsyklon-2 | Cosmos 556,StatusRetired,0,Failure
156,3174,3174,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Dec 28, 1972 11:00 UTC",Vostok-2M | Cosmos 542,StatusRetired,0,Partial Failure
157,3186,3186,RVSN USSR,"Site 110/37, Baikonur Cosmodrome, Kazakhstan","Thu Nov 23, 1972 06:11 UTC",N1-L3 | 7L (Soyuz 7K-LOK No.1),StatusRetired,0,Failure
158,3194,3194,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Oct 17, 1972 19:59 UTC",Cosmos-3M (11K65M) | Strela-2M satellite,StatusRetired,0,Failure
159,3206,3206,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Sep 02, 1972 10:49 UTC",Voskhod | Zenit-4M n†­40,StatusRetired,0,Failure
160,3217,3217,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Sat Jul 29, 1972 03:20 UTC",Proton K/Block D | DOS-2,StatusRetired,0,Failure
161,3220,3220,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Jul 13, 1972 14:30 UTC",Soyuz M | Cosmos 502,StatusRetired,0,Partial Failure
162,3236,3236,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Sat May 20, 1972 15:30 UTC",Titan III(24)B | OPS 6574,StatusRetired,0,Failure
163,3241,3241,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Apr 25, 1972 11:30 UTC",Cosmos-2I (63SM) | DS-P1-You #51,StatusRetired,0,Failure
164,3251,3251,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Mar 31, 1972 04:02 UTC",Molniya-M /Block NVL | Cosmos 482,StatusRetired,0,Partial Failure
165,3264,3264,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Wed Feb 16, 1972 09:59 UTC",Titan-III(33)B Agena-D | Jumpseat 2,StatusRetired,0,Failure
166,3275,3275,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Dec 27, 1971 14:04 UTC",Soyuz M | Cosmos 470,StatusRetired,0,Partial Failure
167,3285,3285,CNES,"ELD, Guiana Space Centre, French Guiana, France","Sun Dec 05, 1971 15:30 UTC",Diamant B | Polaire,StatusRetired,0,Failure
168,3286,3286,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Sat Dec 04, 1971 22:33 UTC",Atlas-SLV3A Agena-D | AFP-827 (Canyon-4),StatusRetired,0,Failure
169,3288,3288,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Dec 03, 1971 13:00 UTC",Voskhod | Zenit-2M n†­25,StatusRetired,0,Failure
170,3296,3296,RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Nov 19, 1971 12:00 UTC",Voskhod | Cosmos 456,StatusRetired,0,Partial Failure
171,3299,3299,CECLES,"ELA-1, Guiana Space Centre, French Guiana, France","Thu Nov 04, 1971 21:10 UTC",Europa 2 | Test flight,StatusRetired,0,Failure
172,3319,3319,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Aug 19, 1971 06:30 UTC",Voskhod | Zenit-2M n†­22,StatusRetired,0,Failure
173,3324,3324,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Aug 03, 1971 11:00 UTC",Cosmos-2I (63SM) | DS-P1-You #33,StatusRetired,0,Failure
174,3330,3330,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Jul 22, 1971 13:45 UTC",Cosmos-3M (11K65M) | Tselina-OM #10,StatusRetired,0,Failure
175,3333,3333,RVSN USSR,"Site 110/37, Baikonur Cosmodrome, Kazakhstan","Sat Jun 26, 1971 23:15 UTC",N1-L3 | 6L (Test flight),StatusRetired,0,Failure
176,3334,3334,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jun 25, 1971 10:30 UTC",Voskhod | Zenit-4M n†­17,StatusRetired,0,Failure
177,3351,3351,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sun May 09, 1971 01:11 UTC",Atlas-SLV3C Centaur-D | Mariner 8,StatusRetired,0,Failure
178,3372,3372,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Mar 05, 1971 08:15 UTC",Cosmos-2I (63SM) | DS-P1-You #39,StatusRetired,0,Failure
179,3373,3373,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Mar 05, 1971 01:02 UTC",Voskhod | Zenit-2M n†­17,StatusRetired,0,Failure
180,3393,3393,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Dec 22, 1970 21:30 UTC",Cosmos-3M (11K65M) | DS-P1-M #1,StatusRetired,0,Failure
181,3405,3405,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Mon Nov 30, 1970 22:40 UTC",Atlas-SLV3C Centaur-D | OAO-B,StatusRetired,0,Failure
182,3412,3412,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Nov 06, 1970 10:35 UTC",Titan III(23)C | OPS-5960 (IMEWS-1/DSP-1),StatusRetired,0,Partial Failure
183,3413,3413,RAE,"LA-5B, RAAF Woomera Range Complex, Australia","Mon Nov 02, 1970 00:34 UTC",Black Arrow | Orba,StatusRetired,0,Failure
184,3432,3432,ISAS,"Mu Pad, Uchinoura Space Center, Japan","Tue Sep 22, 1970 05:00 UTC",Mu-IV S | Shinsei,StatusRetired,0,Failure
185,3439,3439,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Aug 22, 1970 05:06 UTC",Molniya-M /Block NVL | Cosmos 359,StatusRetired,0,Partial Failure
186,3440,3440,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Aug 20, 1970 14:30 UTC",Cosmos-3M (11K65M) | Cosmos 358,StatusRetired,0,Partial Failure
187,3449,3449,RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jul 21, 1970 12:30 UTC",Voskhod | Zenit-4 n†­75,StatusRetired,0,Failure
188,3452,3452,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sat Jun 27, 1970 16:40 UTC",Cosmos-3M (11K65M) | Strela-2M satellite,StatusRetired,0,Failure
189,3462,3462,CECLES,"LA-5B, RAAF Woomera Range Complex, Australia","Fri Jun 12, 1970 06:06 UTC",Europa 1 | STV-3,StatusRetired,0,Failure
190,3465,3465,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri May 22, 1970 12:39 UTC",Cosmos-2I (63SM) | DS-P1-You #36,StatusRetired,0,Failure
191,3483,3483,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Mar 17, 1970 11:10 UTC",Vostok-2M | Meteor n†­14,StatusRetired,0,Partial Failure
192,3491,3491,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Fri Feb 06, 1970 04:16 UTC",Proton K/Block D | Luna-16c,StatusRetired,0,Failure
193,3492,3492,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Jan 30, 1970 15:40 UTC",Cosmos-2I (63SM) | DS-P1-I #6,StatusRetired,0,Failure
194,3499,3499,RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat Dec 27, 1969 14:20 UTC",Cosmos-3M (11K65M) | Ionosfernaya #1,StatusRetired,0,Failure
195,3506,3506,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Fri Nov 28, 1969 09:00 UTC",Proton K/Block D | Zond (L1E),StatusRetired,0,Failure
196,3509,3509,CASC,"Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China","Sun Nov 16, 1969",Long March 1 | Test flight,StatusRetired,0,Failure
197,3518,3518,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Oct 22, 1969 14:09 UTC",Proton K/Block D | Cosmos 305 (Luna-16b),StatusRetired,0,Failure
198,3529,3529,UT,"Uchinoura Space Center, Japan","Mon Sep 22, 1969",Lambda-IV S | Osumi,StatusRetired,0,Failure
199,3542,3542,RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Jul 23, 1969 09:00 UTC",Cosmos-2I (63SM) | DS-P1-You #23,StatusRetired,0,Failure
200,3547,3547,RVSN USSR,"Site 110/38, Baikonur Cosmodrome, Kazakhstan","Thu Jul 03, 1969 20:18 UTC",N1-L3 | 5L (Zond L1S-2),StatusRetired,0,Failure
201,3548,3548,CECLES,"LA-5B, RAAF Woomera Range Complex, Australia","Thu Jul 03, 1969 08:06 UTC",Europa 1 | STV-2,StatusRetired,0,Failure
202,3552,3552,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Sat Jun 14, 1969 23:59 UTC",Proton K/Block D | Luna-15b,StatusRetired,0,Failure
203,3561,3561,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue May 13, 1969 09:15 UTC",Voskhod | Cosmos 281,StatusRetired,0,Partial Failure
204,3570,3570,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Apr 02, 1969 10:33 UTC",Proton K/Block D | M-69 ???522,StatusRetired,0,Failure
205,3573,3573,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Thu Mar 27, 1969 10:40 UTC",Proton K/Block D | M-69 N†­521,StatusRetired,0,Failure
206,3574,3574,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Mar 26, 1969 12:30 UTC",Vostok-2M | Meteor n†­12,StatusRetired,0,Failure
207,3588,3588,RVSN USSR,"Site 110/38, Baikonur Cosmodrome, Kazakhstan","Fri Feb 21, 1969 09:18 UTC",N1-L3 | 3L (Zond L1S-1),StatusRetired,0,Failure
208,3589,3589,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Feb 19, 1969 06:48 UTC",Proton K/Block D | Luna-15a,StatusRetired,0,Failure
209,3592,3592,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Feb 01, 1969 12:11 UTC",Vostok-2M | Meteor n†­11,StatusRetired,0,Failure
210,3593,3593,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Sat Jan 25, 1969 11:14 UTC",Tsyklon-2A | US-A n†­5,StatusRetired,0,Failure
211,3596,3596,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Mon Jan 20, 1969 04:14 UTC",Proton K/Block D | Zond,StatusRetired,0,Failure
212,3628,3628,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Oct 07, 1968 12:05 UTC",Voskhod | Cosmos 246,StatusRetired,0,Partial Failure
213,3642,3642,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Fri Aug 16, 1968 20:57 UTC",Atlas-SLV3 Burner-2 | STP P68-1,StatusRetired,0,Failure
214,3643,3643,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sat Aug 10, 1968 22:33 UTC",Atlas-SLV3C Centaur-D | ATS-4,StatusRetired,0,Partial Failure
215,3658,3658,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Sat Jun 15, 1968",Cosmos-3 (11K65) | Strela-2 #4,StatusRetired,0,Failure
216,3663,3663,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jun 04, 1968 18:45 UTC",Cosmos-3M (11K65M) | Sfera #2,StatusRetired,0,Failure
217,3671,3671,RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Wed Apr 24, 1968 16:00 UTC",Tsyklon-2A | Cosmos 217,StatusRetired,0,Partial Failure
218,3672,3672,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Mon Apr 22, 1968 23:01 UTC",Proton K/Block D | Zond,StatusRetired,0,Failure
219,3683,3683,NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Apr 04, 1968 12:00 UTC",Saturn V | Apollo 6,StatusRetired,"1,160.00",Partial Failure
220,3691,3691,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Wed Mar 06, 1968",Cosmos-2I (63SM) | DS-U1-Ya #1,StatusRetired,0,Failure
221,3695,3695,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Sat Mar 02, 1968 18:29 UTC",Proton K/Block D | Zond-4,StatusRetired,0,Partial Failure
222,3698,3698,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Feb 07, 1968 10:43 UTC",Molniya-M /Block L | E-6LS n†­112,StatusRetired,0,Failure
223,3714,3714,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Nov 22, 1967 19:07 UTC",Proton K/Block D | Zond,StatusRetired,0,Failure
224,3733,3733,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Wed Sep 27, 1967 21:11 UTC",Proton K/Block D | Zond,StatusRetired,0,Failure
225,3734,3734,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Sep 27, 1967 11:00 UTC",Cosmos-3M (11K65M) | Zaliv #2,StatusRetired,0,Failure
226,3743,3743,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Sep 01, 1967 10:30 UTC",Voskhod | Zenit-2 n†­51,StatusRetired,0,Failure
227,3751,3751,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA","Thu Jul 27, 1967 19:00 UTC",Atlas-D OV1 | OV1-11/OV1-12/OV1-86,StatusRetired,0,Partial Failure
228,3752,3752,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Jul 21, 1967 06:00 UTC",Voskhod | Zenit-4 n†­32,StatusRetired,0,Failure
229,3757,3757,RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Mon Jun 26, 1967",Cosmos-3M (11K65M) | Tselina-OM #1,StatusRetired,0,Failure
230,3758,3758,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Jun 20, 1967 16:19 UTC",Titan IIIB | OPS 4282,StatusRetired,59,Partial Failure
231,3759,3759,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Jun 20, 1967 11:00 UTC",Voskhod | Zenit-4 n†­31,StatusRetired,0,Failure
232,3760,3760,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Jun 17, 1967 02:36 UTC",Molniya-M /Block VL | Cosmos 167,StatusRetired,0,Partial Failure
233,3773,3773,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue May 16, 1967 21:44 UTC",Molniya-M /Block L | Cosmos 159,StatusRetired,0,Partial Failure
234,3779,3779,US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Apr 26, 1967",Titan IIIB | OPS 4243,StatusRetired,59,Failure
235,3784,3784,RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Sat Apr 08, 1967 09:00 UTC",Proton K/Block D | Cosmos 154,StatusRetired,0,Partial Failure
236,3785,3785,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA","Thu Apr 06, 1967 03:23 UTC",Atlas-SLV3 Agena-D | ATS-2,StatusRetired,0,Partial Failure
237,3787,3787,UT,"Uchinoura Space Center, Japan","Mon Apr 03, 1967",Lambda-IV S | Osumi,StatusRetired,0,Failure
238,3790,3790,RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan","Wed Mar 22, 1967 14:05 UTC",Tsyklon | OGTch 3,StatusRetired,0,Failure
239,3798,3798,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Feb 27, 1967 08:45 UTC",Vostok-2 | Cosmos 143,StatusRetired,0,Partial Failure
240,3803,3803,Arm??e de l'Air,"Brigitte, Hammaguir, Algeria, France","Wed Feb 08, 1967 08:39 UTC",Diamant A | Diad?ªme 1,StatusRetired,0,Partial Failure
241,3807,3807,NASA,"LC-34, Cape Canaveral AFS, Florida, USA","Fri Jan 27, 1967 23:31 UTC",Saturn IB | Apollo 1,StatusRetired,0,Failure
242,3813,3813,UT,"Uchinoura Space Center, Japan","Tue Dec 20, 1966",Lambda-IV S | Osumi,StatusRetired,0,Failure
243,3816,3816,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Dec 14, 1966 11:27 UTC",Soyuz | Soyuz 7K-OK n†­1,StatusRetired,0,Prelaunch Failure
244,3824,3824,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Wed Nov 16, 1966 13:00 UTC",Cosmos-3 (11K65) | Strela-2 #2,StatusRetired,0,Failure
245,3831,3831,RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan","Wed Nov 02, 1966 00:45 UTC",Tsyklon | OGTch 2,StatusRetired,0,Partial Failure
246,3840,3840,UT,"Uchinoura Space Center, Japan","Mon Sep 26, 1966",Lambda-IV S | Osumi,StatusRetired,0,Failure
247,3842,3842,RVSN USSR,"Site 162, Baikonur Cosmodrome, Kazakhstan","Sat Sep 17, 1966 22:35 UTC",Tsyklon | OGTch 1,StatusRetired,0,Partial Failure
248,3844,3844,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Sep 16, 1966 09:30 UTC",Vostok-2 | Zenit-2 n†­40,StatusRetired,0,Failure
249,3848,3848,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Aug 26, 1966 13:59 UTC","Titan IIIC | IDCSP-1 8-14, GGTS-2",StatusRetired,0,Failure
250,3861,3861,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA","Thu Jul 14, 1966 02:10 UTC",Atlas-D OV1 | OV1-7/OV1-8,StatusRetired,0,Partial Failure
251,3869,3869,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Thu Jun 09, 1966 20:15 UTC",Atlas-SLV3 Agena-D | Midas 10,StatusRetired,0,Partial Failure
252,3873,3873,NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Fri Jun 03, 1966 13:39 UTC",Titan II GLV | Gemini IX-A,StatusRetired,0,Partial Failure
253,3877,3877,General Dynamics,"LC-14, Cape Canaveral AFS, Florida, USA","Tue May 17, 1966 15:15 UTC",Atlas-SLV3 Agena-D | GATV 5004,StatusRetired,0,Failure
254,3878,3878,RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue May 17, 1966 11:00 UTC",Voskhod | Zenit-4 n†­18,StatusRetired,0,Failure
255,3879,3879,NASA,"LC-19, Cape Canaveral AFS, Florida, USA","Mon May 16, 1966 16:41 UTC",Titan II GLV | Gemini VIII,StatusRetired,0,Partial Failure
256,3888,3888,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Fri Apr 08, 1966 01:00 UTC",Atlas-LV3C Centaur-D | Surveyor Model-3,StatusRetired,0,Partial Failure
257,3892,3892,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sun Mar 27, 1966 07:20 UTC",Molniya | Molniya-1 n†­5,StatusRetired,0,Failure
258,3893,3893,RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Thu Mar 24, 1966 14:39 UTC",Proton | Proton-3a,StatusRetired,0,Failure
259,3898,3898,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Mar 01, 1966 11:03 UTC",Molniya-M /Block L | Cosmos 111,StatusRetired,0,Partial Failure
260,3901,3901,RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Mon Feb 21, 1966",Cosmos-2I (63S1) | DS-K40 #2,StatusRetired,0,Failure
